DFO_VOI,ssvid,imo,poor_id,vessel_id,shipname,callsign,vessel_flag_best,vessel_class_best,geartype_best,trip_id,trip_start,start_port_iso3,start_port_label,trip_start_confidence,trip_duration_days,num_encounters,num_loitering,num_fishing
false,106000000,,false,719143324-4d0e-f986-f175-2710c6c0a9dc,,,VUT,fishing,inconclusive,106000000-719143324-4d0e-f986-f175-2710c6c0a9dc-018f834446e8,2024-05-16 21:17:21.000000 UTC,SEN,DAKAR,4,32.08,1,3,3
false,257248000,9176577,false,6ba1672c0-0f62-e3eb-7d08-1330e3735b3f,ELEKTRA,LATK8,NOR,fishing,trawlers,257248000-6ba1672c0-0f62-e3eb-7d08-1330e3735b3f-01900aed5788,2024-06-12 05:30:45.000000 UTC,KOR,YEOSU,4,5.75,0,0,0
false,273895000,9053311,false,086dbea53-337b-14d3-f7cc-8a8d20af0f07,MYS LOVTSOVA,UAEO,RUS,fishing,trawlers,273895000-086dbea53-337b-14d3-f7cc-8a8d20af0f07-018fc68a27b0,2024-05-29 22:48:14.000000 UTC,RUS,OKTYABRSKIY,4,19.04,0,0,62
false,367602610,,false,f9b21c963-320a-a8b9-d326-6f94dcab1650,TYLER,WDH2928,USA,fishing,trawlers,367602610-f9b21c963-320a-a8b9-d326-6f94dcab1650-0190237a0e40,2024-06-16 23:55:20.000000 UTC,USA,EAST GLOUCESTER,3,1.0,0,0,0
false,412080230,,false,b2a8195a9-966b-a479-3cf5-d36d23af13e7,,,CHN,fishing,fishing,412080230-b2a8195a9-966b-a479-3cf5-d36d23af13e7-018f03bae8a0,2024-04-22 02:55:32.000000 UTC,TWN,DONGGANG,4,56.88,2,49,100
true,412200083,8724339,false,1392a1be1-1c19-7886-95dd-8db6119eca3a,HAI XING,BALE,CHN,fishing,trawlers,412200083-1392a1be1-1c19-7886-95dd-8db6119eca3a-018efb376780,2024-04-20 11:14:56.000000 UTC,KOR,BUSAN,4,58.5,4,8,121
false,412209133,,false,7117759ef-f564-b2fd-245c-b15e2cae2133,JULONGJIAYA2,BZYS 3,CHN,fishing,fishing,412209133-7117759ef-f564-b2fd-245c-b15e2cae2133-018ee15c6a90,2024-04-15 10:45:14.000000 UTC,CHN,TAIZHOU,4,63.54,0,74,31
false,412209135,,false,13b2ff18f-fa9a-2e1c-863e-470e0c73a469,JU LONG JIA YA 3,BZYS4,CHN,fishing,fishing,412209135-13b2ff18f-fa9a-2e1c-863e-470e0c73a469-018ec2b9b818,2024-04-09 11:58:55.000000 UTC,CHN,CHN-170,3,69.5,1,88,100
true,412209136,,false,c1ee645ef-fff3-9d8e-b235-9a2d7b12914c,JU LONG JIA YA 6,BZYS 7,CHN,fishing,fishing,412209136-c1ee645ef-fff3-9d8e-b235-9a2d7b12914c-018a04ae6a70,2023-08-17 18:07:34.000000 UTC,CHN,TAIZHOU,4,305.21,0,3,2
true,412209136,,false,8c633eaa7-78bb-50d9-a82c-f4e53452de3e,XINHAI 1259,BZYS5,CHN,fishing,fishing,412209136-8c633eaa7-78bb-50d9-a82c-f4e53452de3e-018ed1a69c88,2024-04-12 09:32:21.000000 UTC,CHN,CHN-2289,4,66.58,3,91,99
false,412209137,,false,3c5955e5f-f81a-2412-c8eb-cc77f718aa4c,JULONGJIAYA5,BZYS 6,CHN,fishing,fishing,412209137-3c5955e5f-f81a-2412-c8eb-cc77f718aa4c-018ef224e500,2024-04-18 16:58:08.000000 UTC,CHN,TAIZHOU,4,60.29,0,69,32
false,412209138,,false,602daf37c-cae5-5b97-db44-95c03de6e41a,JU LONG JIA YA 6,BZYS 7,CHN,fishing,inconclusive,412209138-602daf37c-cae5-5b97-db44-95c03de6e41a-018ef0ae5e18,2024-04-18 10:09:03.000000 UTC,CHN,TAIZHOU,4,60.54,1,46,16
true,412209139,,false,51d002bfc-c972-31f8-a9c4-08cdbe926447,XIN HAI 1209,BZYS8,CHN,fishing,fishing,412209139-51d002bfc-c972-31f8-a9c4-08cdbe926447-018ec25b7730,2024-04-09 10:15:58.000000 UTC,CHN,CHN-2289,4,69.54,1,50,41
true,412209142,,false,ad5df6b76-6c75-f40d-0033-6c591aebb97d,XIN HAI 1219,BZYT2,CHN,fishing,fishing,412209142-ad5df6b76-6c75-f40d-0033-6c591aebb97d-018ec267c3a0,2024-04-09 10:29:24.000000 UTC,CHN,CHN-2289,4,69.54,0,38,17
false,412209143,8540264,false,b7a7adcfe-e38c-3a68-2b0d-c711d20f237f,JU LONG JIA YA 10,BZYT3,CHN,fishing,fishing,412209143-b7a7adcfe-e38c-3a68-2b0d-c711d20f237f-018ed1dd15d8,2024-04-12 10:31:51.000000 UTC,CHN,CHN-170,4,66.54,2,96,109
false,412270002,8607373,false,4822d6e0b-bccc-5a41-edf2-04c872e7111b,LONG TENG,BZZQ6,CHN,fishing,trawlers,412270002-4822d6e0b-bccc-5a41-edf2-04c872e7111b-018ef6f5ed40,2024-04-19 15:24:56.000000 UTC,KOR,BUSAN,4,59.33,2,9,116
false,412329641,,false,d1db2627b-b53a-f828-a515-997ef208e5a5,LURONGYUANYUYUN168,BBZS4,CHN,carrier,carrier,412329641-d1db2627b-b53a-f828-a515-997ef208e5a5-018ff0e0dab8,2024-06-07 04:06:59.000000 UTC,CHN,ZHOUSHAN,4,10.79,0,3,0
false,412330149,,false,160acc07e-e171-8573-79dc-d289cceee5e8,LURONGYUANYUYUN789,BCLN9,CHN,carrier,carrier,412330149-160acc07e-e171-8573-79dc-d289cceee5e8-018fbfa0e600,2024-05-28 14:35:44.000000 UTC,KOR,BUSAN,4,20.38,0,11,5
true,412331088,,false,9a268842c-cdc1-f3cc-9400-557eb622550f,LU HUANG YUAN YU 118,BZTE9,CHN,fishing,squid_jigger,412331088-9a268842c-cdc1-f3cc-9400-557eb622550f-018fd7120710,2024-06-02 03:50:34.000000 UTC,KOR,BUSAN,4,15.83,0,5,7
false,412331167,,false,c3aef5bcf-ff1b-4305-a14a-1ad2fe47ab78,LURONGYUANYUYUN998,BCFD5,CHN,carrier,carrier,412331167-c3aef5bcf-ff1b-4305-a14a-1ad2fe47ab78-018f9984b028,2024-05-21 04:59:21.000000 UTC,CHN,TAIZHOU,4,27.79,4,27,0
false,412331486,8786466,false,99df0aba7-72a2-2ac9-c54b-99be9f6b782d,LURONGYUANYUYUN009,BCFI9,CHN,carrier,carrier,412331486-99df0aba7-72a2-2ac9-c54b-99be9f6b782d-018f71767df0,2024-05-13 10:19:02.000000 UTC,CHN,SHIDAO,4,35.54,6,33,37
false,412336831,9882803,false,a8cea29a9-9708-52ed-a978-9552ac4bc2ba,LURONGYUANYUYUN008,BZYM4,CHN,carrier,carrier,412336831-a8cea29a9-9708-52ed-a978-9552ac4bc2ba-018fc865ae10,2024-05-30 07:27:38.000000 UTC,KOR,BUSAN,4,18.67,0,11,12
false,412349626,,false,a2dd98ae8-8eb9-aaf5-b65c-968b110bed2a,LUQINGXINYU60127,60127,CHN,fishing,trawlers,412349626-a2dd98ae8-8eb9-aaf5-b65c-968b110bed2a-018fcdf7acc0,2024-05-31 09:25:12.000000 UTC,CHN,LANGYA,4,17.58,16,27,46
false,412420597,,false,754293819-9a64-5aeb-2d62-39e6f52be1b8,DONGYU1519,BZ8VK,CHN,fishing,squid_jigger,412420597-754293819-9a64-5aeb-2d62-39e6f52be1b8-018feb673668,2024-06-06 02:36:01.000000 UTC,KOR,BUSAN,4,11.88,0,6,0
true,412420954,,false,5931fb453-3ee1-27fb-1e13-969a65f91c6e,XINHAI1201,BZV2S,CHN,fishing,fishing,412420954-5931fb453-3ee1-27fb-1e13-969a65f91c6e-018ec25cbb68,2024-04-09 10:17:21.000000 UTC,CHN,CHN-170,4,69.54,0,81,69
true,412420956,,false,8a729bdb4-4720-774d-0b3d-215d2094cee9,XINHAI1202,BZV3S,CHN,fishing,fishing,412420956-8a729bdb4-4720-774d-0b3d-215d2094cee9-018ed05a4a50,2024-04-12 03:29:22.000000 UTC,KOR,BUSAN,4,66.83,0,35,5
true,412421008,,false,baa8c4c19-9961-d924-0860-1131b7e3e9d6,XIN HAI 1206,BZV4Z,CHN,fishing,fishing,412421008-baa8c4c19-9961-d924-0860-1131b7e3e9d6-018ed0a1c330,2024-04-12 04:47:26.000000 UTC,KOR,BUSAN,4,66.79,4,93,95
true,412421009,,false,b40f5a27b-bd55-0f96-3b67-692247bb32b1,XINHAI1205,BZV3Z,CHN,fishing,fishing,412421009-b40f5a27b-bd55-0f96-3b67-692247bb32b1-018ed0501cd8,2024-04-12 03:18:15.000000 UTC,KOR,BUSAN,4,66.83,3,103,117
true,412421011,,false,2e45ce64f-f565-8a0e-ee1e-0b059565e65c,XIN HAI 1208,BZV6Z,CHN,fishing,fishing,412421011-2e45ce64f-f565-8a0e-ee1e-0b059565e65c-018ec23adf70,2024-04-09 09:40:22.000000 UTC,CHN,CHN-170,4,69.58,4,100,100
true,412421012,,false,73304b604-4727-e368-9cc6-ecbb16ec4c7a,XINHAI1207,BZV5Z,CHN,fishing,fishing,412421012-73304b604-4727-e368-9cc6-ecbb16ec4c7a-018ec2a6b100,2024-04-09 11:38:08.000000 UTC,CHN,ZHOUSHAN,4,69.5,0,72,43
true,412421035,,false,920c1cd06-62cd-c834-4881-582b57f04169,XIN HAI 1225,BZW8E,CHN,fishing,fishing,412421035-920c1cd06-62cd-c834-4881-582b57f04169-018ed1c557b8,2024-04-12 10:05:55.000000 UTC,CHN,CHN-170,3,66.54,0,80,56
true,412421036,8786820,false,7cb833166-68f5-c72c-a2cd-99075ef1e790,XIN HAI 1227,BZW9E,CHN,fishing,fishing,412421036-7cb833166-68f5-c72c-a2cd-99075ef1e790-018ec250e810,2024-04-09 10:04:26.000000 UTC,CHN,CHN-170,4,69.54,4,100,104
true,412421075,,false,84c14dc2c-c409-cbca-d694-f55fab531b97,XIN HAI 1273,BZW5L,CHN,fishing,fishing,412421075-84c14dc2c-c409-cbca-d694-f55fab531b97-018ed0f10440,2024-04-12 06:14:00.000000 UTC,KOR,BUSAN,4,66.71,2,92,86
true,412421076,8788062,false,26ed9cf93-3621-89ad-42a0-0506f802b1d9,XIN HAI 1235,BZW4L,CHN,fishing,fishing,412421076-26ed9cf93-3621-89ad-42a0-0506f802b1d9-018ed1d019a0,2024-04-12 10:17:40.000000 UTC,CHN,CHN-170,4,66.54,2,109,116
false,412439608,9754018,false,2da9677eb-b888-fee1-1c89-85a50014f3a0,YONG FA 1,BZU2N,CHN,fishing,squid_jigger,412439608-2da9677eb-b888-fee1-1c89-85a50014f3a0-0190065d2108,2024-06-11 08:14:45.000000 UTC,KOR,BUSAN,4,6.63,0,1,0
false,412439762,9807451,false,16c81a5c4-4927-2781-d10e-996ea5badb19,Y0NG FA  7,BZW4B,CHN,fishing,squid_jigger,412439762-16c81a5c4-4927-2781-d10e-996ea5badb19-01900176a880,2024-06-10 09:24:32.000000 UTC,KOR,BUSAN,4,7.58,0,1,0
false,412440241,,false,08fafdf59-9c44-d992-a56b-78856f72f38f,FUYUANYU658,BVKQ8,CHN,fishing,fishing,412440241-08fafdf59-9c44-d992-a56b-78856f72f38f-018e7e19b9d8,2024-03-27 04:09:59.000000 UTC,KOR,BUSAN,4,82.79,4,141,148
false,412440242,,false,5fdb48d70-098e-1453-a586-e71d0e355ab4,FUYUANYU659,BVKR8,CHN,fishing,fishing,412440242-5fdb48d70-098e-1453-a586-e71d0e355ab4-018e7fdcab40,2024-03-27 12:22:32.000000 UTC,KOR,BUSAN,4,82.46,2,122,120
false,412440243,,false,475351415-52b9-41e4-6ef5-2c086ba727b9,FU YUAN YU601,BZU9E,CHN,fishing,fishing,412440243-475351415-52b9-41e4-6ef5-2c086ba727b9-018ef98f35c0,2024-04-20 03:31:36.000000 UTC,KOR,BUSAN,4,58.83,0,97,87
false,412440244,,false,66bf0e2c2-2e2a-9739-c14b-bcae5af3be4e,FUYUANYU602,BZU1F,CHN,fishing,fishing,412440244-66bf0e2c2-2e2a-9739-c14b-bcae5af3be4e-018f0f2787c0,2024-04-24 08:10:00.000000 UTC,KOR,BUSAN,4,54.63,0,91,85
false,412440246,,false,be8fb25b1-18ce-42a4-e6e3-3677b99109ce,FU YUAN YU 605,BZU3F,CHN,fishing,fishing,412440246-be8fb25b1-18ce-42a4-e6e3-3677b99109ce-018ef03234f0,2024-04-18 07:53:26.000000 UTC,KOR,BUSAN,4,60.67,0,53,12
false,412440247,,false,6c0bc52ba-a0b7-097e-3404-ae8c4d5c6e65,FUYUANYU606,BZU4F,CHN,fishing,fishing,412440247-6c0bc52ba-a0b7-097e-3404-ae8c4d5c6e65-018efa4cffb0,2024-04-20 06:58:54.000000 UTC,KOR,BUSAN,4,58.71,0,87,67
false,412440248,,false,9cc54831d-df4e-ed0f-1e6c-2d8780fd8d8d,FU YUAN YU 607,BZU5F,CHN,fishing,fishing,412440248-9cc54831d-df4e-ed0f-1e6c-2d8780fd8d8d-018f10c95c98,2024-04-24 15:46:23.000000 UTC,KOR,BUSAN,4,54.33,0,78,79
false,412440249,,false,bcc78e717-7a8a-6ef6-7fc0-60bfeb354117,FU YUAN YU 608,BZU6F,CHN,fishing,fishing,412440249-bcc78e717-7a8a-6ef6-7fc0-60bfeb354117-018eef9d9de0,2024-04-18 05:11:08.000000 UTC,KOR,BUSAN,4,60.75,0,76,36
false,412440251,,false,25e7e8e70-0863-6af1-8498-664429b65a01,FU YUAN YU609,BZU7F,CHN,fishing,fishing,412440251-25e7e8e70-0863-6af1-8498-664429b65a01-018f100adb10,2024-04-24 12:18:18.000000 UTC,KOR,BUSAN,4,54.46,0,73,56
false,412440252,,false,38a823021-1c59-894f-6eda-98423873b493,FUYUANYULENG15,BZU3K,CHN,carrier,carrier,412440252-38a823021-1c59-894f-6eda-98423873b493-018f70941cd0,2024-05-13 06:11:46.000000 UTC,KOR,BUSAN,4,35.71,0,23,30
false,412440253,,false,455d75750-084b-f8ee-58e8-74046e5fa78f,FU YUAN YU LENG 16,BZU4K,CHN,carrier,carrier,412440253-455d75750-084b-f8ee-58e8-74046e5fa78f-018ff71ccd38,2024-06-08 09:10:11.000000 UTC,KOR,BUSAN,4,9.58,0,0,0
false,412440359,8548620,false,7072756f2-2ee0-9237-a7d0-847dad538a45,FUYUANYU689,BVLK5,CHN,fishing,fishing,412440359-7072756f2-2ee0-9237-a7d0-847dad538a45-018ff213e830,2024-06-07 09:42:22.000000 UTC,CHN,QUANZHOU,4,10.58,0,0,0
false,412440361,8548618,false,ca16a5ce7-7a83-62b2-2958-dbb621abee0a,FU YUAN YU 688,BVLJ5,CHN,fishing,fishing,412440361-ca16a5ce7-7a83-62b2-2958-dbb621abee0a-018fddee7398,2024-06-03 11:49:03.000000 UTC,CHN,QUANZHOU,4,14.5,0,0,0
false,412440363,8548591,false,162d7f86a-a205-3f6f-77ac-6f13c3548bc2,FU YUAN YU 686,00686,CHN,fishing,fishing,412440363-162d7f86a-a205-3f6f-77ac-6f13c3548bc2-018fdecbeed0,2024-06-03 15:50:58.000000 UTC,CHN,QUANZHOU,4,14.33,0,0,5
false,412440365,,false,8be866c06-6e6e-0ba1-bbcd-ceec5ad3dfcd,FUYUANYU678,,CHN,fishing,fishing,412440365-8be866c06-6e6e-0ba1-bbcd-ceec5ad3dfcd-018fed4a8cc8,2024-06-06 11:23:57.000000 UTC,CHN,QUANZHOU,4,11.5,0,10,0
false,412440366,8548577,false,545cc2d7a-a5ca-3ab1-5478-233a979a7231,FUYUANYU677,BVKZ5,CHN,fishing,fishing,412440366-545cc2d7a-a5ca-3ab1-5478-233a979a7231-018aa32effe8,2023-09-17 12:48:01.000000 UTC,MYS,TANJUNG PELEPAS,4,274.46,2,57,64
false,412440367,,false,eef922449-9ff7-e334-b6aa-e41d3a0cd406,FUYUANYU676,BVKY5,CHN,fishing,fishing,412440367-eef922449-9ff7-e334-b6aa-e41d3a0cd406-018823a08370,2023-05-16 08:15:02.000000 UTC,CHN,CHN-2051,4,398.63,0,8,8
false,412440368,8548553,false,c0445c69f-f037-d660-ffeb-fa65023d336f,FUYUANYU675,BVKX5,CHN,fishing,fishing,412440368-c0445c69f-f037-d660-ffeb-fa65023d336f-018fce039b70,2024-05-31 09:38:14.000000 UTC,CHN,QUANZHOU,4,17.58,0,1,14
false,412440369,8548541,false,bf89e7457-768d-6bb7-bb44-32c8313725cd,FU YUAN YU 673,BVKW5,CHN,fishing,fishing,412440369-bf89e7457-768d-6bb7-bb44-32c8313725cd-018fb91773a8,2024-05-27 08:07:53.000000 UTC,CHN,QUANZHOU,3,21.63,0,17,20
false,412440423,,false,dfbca3368-8926-3a4d-a28c-77d49a7c00f8,FUYUANYU079,BZU7V,CHN,fishing,fishing,412440423-dfbca3368-8926-3a4d-a28c-77d49a7c00f8-018e31627580,2024-03-12 06:38:40.000000 UTC,CHN,QUANZHOU,4,97.71,1,67,47
false,412440424,,false,92046dd2e-e1ea-0a9b-ccc5-12de25972fc2,FUYUANYU083,BZU8V,CHN,fishing,inconclusive,412440424-92046dd2e-e1ea-0a9b-ccc5-12de25972fc2-018f148602f0,2024-04-25 09:11:18.000000 UTC,KOR,BUSAN,4,53.58,0,3,1
false,412440477,,false,b01e010be-ed85-a414-3147-592544988e3d,FU YUAN YU 080,BZUN6,CHN,fishing,fishing,412440477-b01e010be-ed85-a414-3147-592544988e3d-018f2e182f40,2024-04-30 08:21:28.000000 UTC,KOR,BUSAN,4,48.63,2,69,50
false,412440478,,false,087d7a1c4-484c-8bbd-b3d3-8e3262a76ead,FUYUANYU081,BZUN7,CHN,fishing,fishing,412440478-087d7a1c4-484c-8bbd-b3d3-8e3262a76ead-018f13893430,2024-04-25 04:35:10.000000 UTC,KOR,BUSAN,4,53.79,1,39,18
false,412440479,,false,ca2fc47ff-f386-c7f3-68ca-b2a26fc33e6e,FU YUAN YU 082,BZUN8,CHN,fishing,fishing,412440479-ca2fc47ff-f386-c7f3-68ca-b2a26fc33e6e-018e8395bf88,2024-03-28 05:43:33.000000 UTC,CHN,QUANZHOU,4,81.75,0,66,37
false,412440481,,false,3a4f3f19a-ac08-9f7d-b36a-9a87f909d311,FUYUANYU085,BZUN9,CHN,fishing,fishing,412440481-3a4f3f19a-ac08-9f7d-b36a-9a87f909d311-018f158e1098,2024-04-25 13:59:43.000000 UTC,KOR,BUSAN,4,53.42,1,76,65
false,412440482,,false,47f692d02-20bb-3607-4104-99f666388b5c,FUYUANYU660,BVGL8,CHN,fishing,fishing,412440482-47f692d02-20bb-3607-4104-99f666388b5c-018e8108c378,2024-03-27 17:50:19.000000 UTC,KOR,BUSAN,4,82.25,3,122,104
false,412440483,,false,2af949e0c-c0f3-69f4-7774-39aba8f94788,FUYUANYU661,BVJI8,CHN,fishing,fishing,412440483-2af949e0c-c0f3-69f4-7774-39aba8f94788-018e7e87d940,2024-03-27 06:10:16.000000 UTC,KOR,BUSAN,4,82.71,2,132,102
false,412440484,,false,0a51c1af7-7fcf-a948-6f31-95cc874c1bde,FUYUANYU662,BVJJ8,CHN,fishing,fishing,412440484-0a51c1af7-7fcf-a948-6f31-95cc874c1bde-018e81dc2c90,2024-03-27 21:41:14.000000 UTC,KOR,BUSAN,4,82.08,3,151,154
false,412440486,,false,df47505c6-6e70-37da-1a42-1b8fa8844fb2,FUYUANYU664,BVJL8,CHN,fishing,fishing,412440486-df47505c6-6e70-37da-1a42-1b8fa8844fb2-018e7f80df40,2024-03-27 10:42:16.000000 UTC,KOR,BUSAN,4,82.54,2,119,111
false,412440509,,false,9ed4cc010-0597-9415-0bc4-34b8ad36d952,FU YUAN YU 816,BVTC7,CHN,fishing,fishing,412440509-9ed4cc010-0597-9415-0bc4-34b8ad36d952-018a12b3a248,2023-08-20 11:27:57.000000 UTC,MYS,TANJUNG PELEPAS,4,302.5,56,355,336
false,412440515,,false,df925f325-5425-98ec-3e65-642812a2a1ec,FU YUAN YU YUN 65,BVKI8,CHN,carrier,carrier,412440515-df925f325-5425-98ec-3e65-642812a2a1ec-018ffa511180,2024-06-09 00:06:08.000000 UTC,KOR,BUSAN,4,8.96,0,3,0
false,412440679,,false,cd57af2e6-6f5e-455b-3da5-dd6810ace7d1,FU YUAN YU 8672,BZUY2,CHN,fishing,fishing,412440679-cd57af2e6-6f5e-455b-3da5-dd6810ace7d1-018f49cbb8d8,2024-05-05 17:27:19.000000 UTC,CHN,TAIZHOU,4,43.25,1,50,31
false,412440681,,false,4d3b860b5-51f1-ef48-f164-34f3e5fbde98,FUYUANYU8673,BZUY3,CHN,fishing,fishing,412440681-4d3b860b5-51f1-ef48-f164-34f3e5fbde98-018ef0b5fb50,2024-04-18 10:17:22.000000 UTC,CHN,TAIZHOU,4,60.54,1,87,62
false,412440682,,false,18e4b68e7-797b-6278-fdc0-8a841478761e,FU YUAN YU 8674,BZUY4,CHN,fishing,fishing,412440682-18e4b68e7-797b-6278-fdc0-8a841478761e-018ee159da50,2024-04-15 10:42:26.000000 UTC,CHN,TAIZHOU,4,63.54,2,79,54
false,412440683,,false,359b993b2-24b2-4f19-a966-c8c315ab8ba7,FU YUAN YU 8675,BZUY5,CHN,fishing,fishing,412440683-359b993b2-24b2-4f19-a966-c8c315ab8ba7-018ef088b578,2024-04-18 09:27:55.000000 UTC,CHN,TAIZHOU,4,60.58,1,107,76
false,412440684,,false,6970aaf64-4a7f-b1db-b7e9-e86881e15ca5,FU YUAN YU 8676,BZUY6,CHN,fishing,fishing,412440684-6970aaf64-4a7f-b1db-b7e9-e86881e15ca5-018ee12c9090,2024-04-15 09:52:58.000000 UTC,CHN,TAIZHOU,4,63.58,0,82,77
