DFO_VOI,shipname,possible_shipname,MMSI,IMO,call_sign,possible_callsign,past_ship_name,Vessel_flag,Vessel_type,Geartype,gross_tonnage,year_of_build,length_overall_meters,highest_responsible_party,group_beneficial_owner,country_of_control_highest_responsible_party_,registered_owner,doc_company,ship_manager,technical_manager,pandi_club,port_of_registry,operator,imo_in_fleet_vessel_with_iuuderog,mmsi_in_fleet_vessel_with_iuuderog,in_fleet_vessel_with_iuuderog,risk_indicator,description,Allegation / Indicator,Source
FALSE,FU YUAN YU 079,"[FU YUAN YU 079, FUYUANYU079]",412440423,,,[BZU7V],,CHN,FISHING,FISHING,1012,2014,62.6,JINXIN OCEAN FISHERY CO LTD,JINXIN OCEAN FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",JINXIN OCEAN FISHERY CO LTD,UNKNOWN,JINXIN OCEAN FISHERY CO LTD,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",JINXIN OCEAN FISHERY CO LTD,,,,,,,
FALSE,FUYUANYU083,"[FUYUANYU083, FU YUAN YU 083]",412440424,,BZU8V,"[83, BZU8V]",,CHN,FISHING,INCONCLUSIVE,1012,2014,62.6,JINXIN OCEAN FISHERY CO LTD,JINXIN OCEAN FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",JINXIN OCEAN FISHERY CO LTD,UNKNOWN,JINXIN OCEAN FISHERY CO LTD,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",JINXIN OCEAN FISHERY CO LTD,,,,,,,
FALSE,FU YUAN YU 080,[FU YUAN YU 080],412440477,,BZUN6,[BZUN6],,CHN,FISHING,FISHING,1012,2014,62.6,JINXIN OCEAN FISHERY CO LTD,JINXIN OCEAN FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",JINXIN OCEAN FISHERY CO LTD,UNKNOWN,JINXIN OCEAN FISHERY CO LTD,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",JINXIN OCEAN FISHERY CO LTD,,,,,,,
FALSE,FU YUAN YU 081,[FUYUANYU081],412440478,,BZUN7,"[BZUN7, BZUN8]",,CHN,FISHING,FISHING,1010,2014,62.6,JINXIN OCEAN FISHERY CO LTD,JINXIN OCEAN FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",JINXIN OCEAN FISHERY CO LTD,UNKNOWN,JINXIN OCEAN FISHERY CO LTD,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",JINXIN OCEAN FISHERY CO LTD,,,,,,,
FALSE,FU YUAN YU 082,[FU YUAN YU 082],412440479,,BZUN8,[BZUN8],,CHN,FISHING,FISHING,1012,2014,62.6,JINXIN OCEAN FISHERY CO LTD,JINXIN OCEAN FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",JINXIN OCEAN FISHERY CO LTD,UNKNOWN,JINXIN OCEAN FISHERY CO LTD,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",JINXIN OCEAN FISHERY CO LTD,,,,THIS VESSEL HAS IUU/DEROG REPORTS,Fishing in russian waters,US SEAFOOD ISSUE,https://www.theoutlawocean.com/investigations/china-the-superpower-of-seafood/bait-to-plate/vessels/fu-yuan-yu-082/
FALSE,FU YUAN YU 085,"[FU YUAN YU 085, FUYUANYU085]",412440481,,,[BZUN9],,CHN,FISHING,FISHING,1012,2015,62.6,JINXIN OCEAN FISHERY CO LTD,JINXIN OCEAN FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",JINXIN OCEAN FISHERY CO LTD,UNKNOWN,JINXIN OCEAN FISHERY CO LTD,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",JINXIN OCEAN FISHERY CO LTD,,,,THIS VESSEL HAS IUU/DEROG REPORTS,Fishing in russian waters,US SEAFOOD ISSUE,https://www.theoutlawocean.com/investigations/china-the-superpower-of-seafood/bait-to-plate/vessels/fu-yuan-yu-085/
FALSE,FU YUAN YU 660,[FUYUANYU660],412440482,,BVGL8,"[BVGL8, 660]",,CHN,FISHING,FISHING,1126,2014,59.27,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC,"CHINA, PEOPLE'S REPUBLIC OF",XIAMEN YONGXUN OCEANIC,UNKNOWN,XIAMEN YONGXUN OCEANIC,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",XIAMEN YONGXUN OCEANIC,,,,,,,
FALSE,FU YUAN YU 661,"[FUYUANYU661, FU YUAN YU 661]",412440483,,88661,"[BVJI8, 88661]",,CHN,FISHING,FISHING,1126,2014,59.27,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC,"CHINA, PEOPLE'S REPUBLIC OF",XIAMEN YONGXUN OCEANIC,UNKNOWN,XIAMEN YONGXUN OCEANIC,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",XIAMEN YONGXUN OCEANIC,,,,THIS VESSEL HAS IUU/DEROG REPORTS,Crew not being paid allegedly,HUMAN RIGHTS ABUSE,C4ADS Internal Source Available Upon Request
FALSE,FUYUANYU662,[FUYUANYU662],412440484,,BVJJ8,[BVJJ8],,CHN,FISHING,FISHING,1126,2014,59.27,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC,"CHINA, PEOPLE'S REPUBLIC OF",XIAMEN YONGXUN OCEANIC,UNKNOWN,XIAMEN YONGXUN OCEANIC,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",XIAMEN YONGXUN OCEANIC,,,,,,,
FALSE,FUYUANYU664,[FUYUANYU664],412440486,,BVJL8,"[BVJL8, 88564]",,CHN,FISHING,FISHING,1126,2014,59.27,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC,"CHINA, PEOPLE'S REPUBLIC OF",XIAMEN YONGXUN OCEANIC,UNKNOWN,XIAMEN YONGXUN OCEANIC,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",XIAMEN YONGXUN OCEANIC,,,,,,,
FALSE,FU YUAN YU 199,[FU YUAN YU 199],412440513,8776801,,,,CHN,FISHING,SQUID_JIGGER,1408,2015,77,CHINA GOVT,CHINA GOVT,"CHINA, PEOPLE'S REPUBLIC OF",ZHONGFAN OCEAN FISHERY FUZHOU,UNKNOWN,ZHONGFAN OCEAN FISHERY FUZHOU,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",ZHONGFAN OCEAN FISHERY FUZHOU,,,,THIS VESSEL HAS IUU/DEROG REPORTS,,HUMAN RIGHTS ABUSE,https://www.theoutlawocean.com/investigations/china-the-superpower-of-seafood/bait-to-plate/vessels/fu-yuan-yu-199/
FALSE,FU YUAN YU YUN 65,[FU YUAN YU YUN 65],412440515,,BVKI8,[BVKI8],,CHN,CARRIER,CARRIER,3026,2015,91.21,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC,"CHINA, PEOPLE'S REPUBLIC OF",XIAMEN YONGXUN OCEANIC,UNKNOWN,XIAMEN YONGXUN OCEANIC,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",XIAMEN YONGXUN OCEANIC,,,,,,,
FALSE,FU YUAN YU YUN 998,[FU YUAN YU YUN 998],412440653,,BZUV2,[BZUV2],,CHN,CARRIER,CARRIER,2332,2018,80.54,FUJIAN SHIHAI FISHERY CO LTD,FUJIAN SHIHAI FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN SHIHAI FISHERY CO LTD,UNKNOWN,FUJIAN SHIHAI FISHERY CO LTD,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",FUJIAN SHIHAI FISHERY CO LTD,,,,,,,
FALSE,FUYUANYU196,[FUYUANYU196],412440654,9861108,BZU7S,[BZU7S],,CHN,FISHING,SQUID_JIGGER,1413,2018,69.9,CHINA GOVT,CHINA GOVT,"CHINA, PEOPLE'S REPUBLIC OF",ZHONGFAN OCEAN FISHERY FUZHOU,UNKNOWN,ZHONGFAN OCEAN FISHERY FUZHOU,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",ZHONGFAN OCEAN FISHERY FUZHOU,,,,THIS VESSEL HAS IUU/DEROG REPORTS,history of large transmission gaps,DARK ACTIVITY,https://www.theoutlawocean.com/investigations/china-the-superpower-of-seafood/bait-to-plate/vessels/fu-yuan-yu-199/
FALSE,FUYUANYU197,"[FU YUAN YU 197, FUYUANYU197]",412440655,9861108,,[BZU7S],,CHN,FISHING,SQUID_JIGGER,1413,2018,69.9,CHINA GOVT,CHINA GOVT,"CHINA, PEOPLE'S REPUBLIC OF",ZHONGFAN OCEAN FISHERY FUZHOU,UNKNOWN,ZHONGFAN OCEAN FISHERY FUZHOU,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",ZHONGFAN OCEAN FISHERY FUZHOU,,,,THIS VESSEL HAS IUU/DEROG REPORTS,history of large transmission gaps,DARK ACTIVITY,https://www.theoutlawocean.com/investigations/china-the-superpower-of-seafood/bait-to-plate/vessels/fu-yuan-yu-197/
FALSE,FU YUAN YU 8672,[FU YUAN YU 8672],412440679,,BZUY2,[BZUY2],,CHN,FISHING,FISHING,1101,2018,58.74,PINGTAN MARINE ENTERPRISE LTD,PINGTAN MARINE ENTERPRISE LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN PINGTAN COUNTY OCEAN,UNKNOWN,FUJIAN PINGTAN COUNTY OCEAN,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",FUJIAN PINGTAN COUNTY OCEAN,9879686,,FU YUAN YU 7892,THIS VESSEL HAS IUU/DEROG REPORTS,OFAC designated due to human rights abuse allegations.,SANCTIONS,https://c4ads.org/news/nadsdaq-delists-pingtan-marine-enterprise-ltd/
FALSE,FUYUANYU8673,[FUYUANYU8673],412440681,,BZUY3,[BZUY3],,CHN,FISHING,FISHING,1101,2018,58.74,PINGTAN MARINE ENTERPRISE LTD,PINGTAN MARINE ENTERPRISE LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN PINGTAN COUNTY OCEAN,UNKNOWN,FUJIAN PINGTAN COUNTY OCEAN,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",FUJIAN PINGTAN COUNTY OCEAN,9879686,,FU YUAN YU 7892,THIS VESSEL HAS IUU/DEROG REPORTS,OFAC designated due to human rights abuse allegations.,SANCTIONS,https://c4ads.org/news/nadsdaq-delists-pingtan-marine-enterprise-ltd/
FALSE,FU YUAN YU 8674,[FU YUAN YU 8674],412440682,,BZUY4,[BZUY4],,CHN,FISHING,FISHING,1101,2018,58.74,PINGTAN MARINE ENTERPRISE LTD,PINGTAN MARINE ENTERPRISE LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN PINGTAN COUNTY OCEAN,UNKNOWN,FUJIAN PINGTAN COUNTY OCEAN,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",FUJIAN PINGTAN COUNTY OCEAN,9879686,,FU YUAN YU 7892,THIS VESSEL HAS IUU/DEROG REPORTS,OFAC designated due to human rights abuse allegations.,SANCTIONS,https://c4ads.org/news/nadsdaq-delists-pingtan-marine-enterprise-ltd/
FALSE,FU YUAN YU 8675,[FU YUAN YU 8675],412440683,,BZUY5,[BZUY5],,CHN,FISHING,FISHING,1101,2018,58.74,PINGTAN MARINE ENTERPRISE LTD,PINGTAN MARINE ENTERPRISE LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN PINGTAN COUNTY OCEAN,UNKNOWN,FUJIAN PINGTAN COUNTY OCEAN,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",FUJIAN PINGTAN COUNTY OCEAN,9879686,,FU YUAN YU 7892,THIS VESSEL HAS IUU/DEROG REPORTS,OFAC designated due to human rights abuse allegations.,SANCTIONS,https://c4ads.org/news/nadsdaq-delists-pingtan-marine-enterprise-ltd/
FALSE,FU YUAN YU 8676,[FU YUAN YU 8676],412440684,,BZUY6,[BZUY6],,CHN,FISHING,FISHING,1101,2018,0,PINGTAN MARINE ENTERPRISE LTD,PINGTAN MARINE ENTERPRISE LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN PINGTAN COUNTY OCEAN,UNKNOWN,FUJIAN PINGTAN COUNTY OCEAN,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",FUJIAN PINGTAN COUNTY OCEAN,9879686,,FU YUAN YU 7892,THIS VESSEL HAS IUU/DEROG REPORTS,OFAC designated due to human rights abuse allegations.,SANCTIONS,https://c4ads.org/news/nadsdaq-delists-pingtan-marine-enterprise-ltd/
FALSE,FU YUAN YU 8677,[FU YUAN YU 8677],412440685,,,[BZUY7],,CHN,FISHING,FISHING,1101,2018,58.74,PINGTAN MARINE ENTERPRISE LTD,PINGTAN MARINE ENTERPRISE LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN PINGTAN COUNTY OCEAN,UNKNOWN,FUJIAN PINGTAN COUNTY OCEAN,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",FUJIAN PINGTAN COUNTY OCEAN,9879686,,FU YUAN YU 7892,THIS VESSEL HAS IUU/DEROG REPORTS,OFAC designated due to human rights abuse allegations.,SANCTIONS,https://c4ads.org/news/nadsdaq-delists-pingtan-marine-enterprise-ltd/
FALSE,FU YUAN YU 8678,[FU YUAN YU 8678],412440686,,BZVL8,"[BZVL8, BZUY8]",,CHN,FISHING,FISHING,1101,2018,0,PINGTAN MARINE ENTERPRISE LTD,PINGTAN MARINE ENTERPRISE LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN PINGTAN COUNTY OCEAN,UNKNOWN,FUJIAN PINGTAN COUNTY OCEAN,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",FUJIAN PINGTAN COUNTY OCEAN,9879686,,FU YUAN YU 7892,THIS VESSEL HAS IUU/DEROG REPORTS,OFAC designated due to human rights abuse allegations.,SANCTIONS,https://c4ads.org/news/nadsdaq-delists-pingtan-marine-enterprise-ltd/
TRUE,FU YUAN YU8661,[FU YUAN YU8661],412440697,,BZUW7,[BZUW7],,CHN,FISHING,FISHING,1101,2018,58.74,FUZHOU HONGLONG OCEAN FISHING,,"CHINA, PEOPLE'S REPUBLIC OF",FUZHOU HONGLONG OCEAN FISHING,UNKNOWN,FUZHOU HONGLONG OCEAN FISHING,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",FUZHOU HONGLONG OCEAN FISHING,9828716,,FU YUAN YU 7866,THIS VESSEL HAS IUU/DEROG REPORTS,OFAC designated due to human rights abuse allegations.,SANCTIONS,https://www.federalregister.gov/documents/2022/12/15/2022-27191/notice-of-ofac-sanctions-actions
TRUE,FU YUAN YU 8662,[FU YUAN YU 8662],412440698,,BZUW8,[BZUW8],,CHN,FISHING,FISHING,1101,2018,58.74,FUZHOU HONGLONG OCEAN FISHING,,"CHINA, PEOPLE'S REPUBLIC OF",FUZHOU HONGLONG OCEAN FISHING,UNKNOWN,FUZHOU HONGLONG OCEAN FISHING,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",FUZHOU HONGLONG OCEAN FISHING,9828716,,FU YUAN YU 7866,THIS VESSEL HAS IUU/DEROG REPORTS,OFAC designated due to human rights abuse allegations.,SANCTIONS,https://www.federalregister.gov/documents/2022/12/15/2022-27191/notice-of-ofac-sanctions-actions
FALSE,FU YUAN YU YUN 699,[FU YUAN YU YUN 699],412440754,9887516,,[],,CHN,CARRIER,CARRIER,3215,2019,93.1,FUJIAN GANGSHUN PELAGI,FUJIAN GANGSHUN PELAGI,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN GANGSHUN PELAGI,UNKNOWN,FUJIAN GANGSHUN PELAGI,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",FUJIAN GANGSHUN PELAGI,8786428,412440434,FU YUAN YU 059,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,"Crew poor working conditions, water quality, etc.",HUMAN RIGHTS ABUSE,C4ADS Internal Source Available Upon Request
FALSE,FU YUAN YU 7007,[FU YUAN YU 7007],412440807,9931006,BZU1D,[BZU1D],,CHN,FISHING,FISHING,1596,2021,71.3,FUJIAN CHANGFENG FISHERY CO,FUJIAN CHANGFENG FISHERY CO,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN CHANGFENG FISHERY CO,UNKNOWN,FUJIAN CHANGFENG FISHERY CO,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",FUJIAN CHANGFENG FISHERY CO,8687696,,,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,"Sea Shepherd observed the vessel retrieving longline gear in the IATTC Convention Area. The vessel was using metal branch lines running directly from longline floats, which is in violation of IATTC resolutions.",IUU,https://media.fisheries.noaa.gov/2021-08/2021ReporttoCongressonImprovingInternationalFisheriesManagement.pdf
FALSE,LURONGYUANYUYUN888,[LURONGYUANYUYUN888],412549037,9882621,BZVE2,[BZVE2],,CHN,CARRIER,CARRIER,3117,2019,92.23,SHANDONG SHAWODAO OCEAN,SHANDONG SHAWODAO OCEAN,"CHINA, PEOPLE'S REPUBLIC OF",RONGCHENG RONGYUAN FISHERY,UNKNOWN,RONGCHENG RONGYUAN FISHERY,UNKNOWN,UNKNOWN,"SHIDAO, SHANDONG",RONGCHENG RONGYUAN FISHERY,8795716,,LU RONG YUAN YU 977,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,Dead crew member,HUMAN RIGHTS ABUSE,C4ADS Internal Source Available Upon Request
FALSE,LURONGYUANYUYUN999,[LURONGYUANYUYUN999],412549038,,BZVE3,[BZVE3],,CHN,CARRIER,CARRIER,3117,2019,92.23,SHANDONG SHAWODAO OCEAN,SHANDONG SHAWODAO OCEAN,"CHINA, PEOPLE'S REPUBLIC OF",RONGCHENG RONGYUAN FISHERY,UNKNOWN,RONGCHENG RONGYUAN FISHERY,UNKNOWN,UNKNOWN,"SHIDAO, SHANDONG",RONGCHENG RONGYUAN FISHERY,8795716,,LU RONG YUAN YU 977,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,Dead crew member,HUMAN RIGHTS ABUSE,C4ADS Internal Source Available Upon Request
FALSE,ZHE PU YUAN LENG 7,[ZHE PU YUAN LENG 7],412549057,,BZV8S,[BZV8S],HAI LI LENG 7,CHN,CARRIER,CARRIER,2998,2015,0,ZHOUSHAN ZHONGJU OCEAN,ZHOUSHAN ZHONGJU OCEAN,"CHINA, PEOPLE'S REPUBLIC OF",ZHOUSHAN ZHONGJU OCEAN,UNKNOWN,ZHOUSHAN ZHONGJU OCEAN,UNKNOWN,UNKNOWN,"ZHOUSHAN, ZHEJIANG",ZHOUSHAN ZHONGJU OCEAN,,412420253,PU YUAN 838,,,,
FALSE,ZHAN HAI 004,[ZHAN HAI 004],412549088,9904168,BZWD8,[BZWD8],,CHN,FISHING,SQUID_JIGGER,1685,2019,66.5,GUANGDONG ZHANHAI PELAGIC,,"CHINA, PEOPLE'S REPUBLIC OF",GUANGDONG ZHANHAI PELAGIC,UNKNOWN,GUANGDONG ZHANHAI PELAGIC,UNKNOWN,UNKNOWN,"ZHANJIANG, GUANGDONG",GUANGDONG ZHANHAI PELAGIC,8776978,412326883,ZHEN FA 9,THIS VESSEL HAS IUU/DEROG REPORTS,history of large transmission gaps,DARK ACTIVITY,https://www.theoutlawocean.com/investigations/china-the-superpower-of-seafood/bait-to-plate/vessels/zhan-hai-004/
FALSE,LURONGYUANYU301,[LURONGYUANYU301],412549133,,BZZU4,[BZZU4],,CHN,FISHING,FISHING,899,2019,53.98,SHANDONG SHAWODAO OCEAN,SHANDONG SHAWODAO OCEAN,"CHINA, PEOPLE'S REPUBLIC OF",RONGCHENG RONGYUAN FISHERY,UNKNOWN,RONGCHENG RONGYUAN FISHERY,UNKNOWN,UNKNOWN,"SHIDAO, SHANDONG",RONGCHENG RONGYUAN FISHERY,8795716,,LU RONG YUAN YU 977,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,Dead crew member,HUMAN RIGHTS ABUSE,C4ADS Internal Source Available Upon Request
FALSE,LURONGYUANYU302,[LURONGYUANYU302],412549134,,BBZU5,[BBZU5],,CHN,FISHING,FISHING,899,2019,53.98,SHANDONG HIGHRICH FISHERY,SHANDONG HIGHRICH FISHERY,"CHINA, PEOPLE'S REPUBLIC OF",SHANDONG HIGHRICH FISHERY,UNKNOWN,SHANDONG HIGHRICH FISHERY,UNKNOWN,UNKNOWN,"SHIDAO, SHANDONG",SHANDONG HIGHRICH FISHERY,9895355,412549095,LU RONG YUAN YU 696,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,history of large transmission gaps,DARK ACTIVITY,https://www.theoutlawocean.com/investigations/china-the-superpower-of-seafood/bait-to-plate/vessels/lu-rong-yuan-yu-696/
FALSE,LU RONG YUAN YU 303,[LU RONG YUAN YU 303],412549135,,BZZU6,[BZZU6],,CHN,FISHING,FISHING,899,2019,53.98,SHANDONG HIGHRICH FISHERY,SHANDONG HIGHRICH FISHERY,"CHINA, PEOPLE'S REPUBLIC OF",SHANDONG HIGHRICH FISHERY,UNKNOWN,SHANDONG HIGHRICH FISHERY,UNKNOWN,UNKNOWN,"SHIDAO, SHANDONG",SHANDONG HIGHRICH FISHERY,9895355,412549095,LU RONG YUAN YU 696,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,history of large transmission gaps,DARK ACTIVITY,https://www.theoutlawocean.com/investigations/china-the-superpower-of-seafood/bait-to-plate/vessels/lu-rong-yuan-yu-696/
FALSE,LURONGYUANYU306,[LURONGYUANYU306],412549137,,,[BZZU8],,CHN,FISHING,FISHING,899,2019,53.98,SHANDONG HIGHRICH FISHERY,SHANDONG HIGHRICH FISHERY,"CHINA, PEOPLE'S REPUBLIC OF",SHANDONG HIGHRICH FISHERY,UNKNOWN,SHANDONG HIGHRICH FISHERY,UNKNOWN,UNKNOWN,"SHIDAO, SHANDONG",SHANDONG HIGHRICH FISHERY,9895355,412549095,LU RONG YUAN YU 696,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,history of large transmission gaps,DARK ACTIVITY,https://www.theoutlawocean.com/investigations/china-the-superpower-of-seafood/bait-to-plate/vessels/lu-rong-yuan-yu-696/
FALSE,LURONGYUANYU313,[LURONGYUANYU313],412549138,,BZZU9,[BZZU9],,CHN,FISHING,FISHING,899,2019,53.98,SHANDONG HIGHRICH FISHERY,SHANDONG HIGHRICH FISHERY,"CHINA, PEOPLE'S REPUBLIC OF",SHANDONG HIGHRICH FISHERY,UNKNOWN,SHANDONG HIGHRICH FISHERY,UNKNOWN,UNKNOWN,"SHIDAO, SHANDONG",SHANDONG HIGHRICH FISHERY,9895355,412549095,LU RONG YUAN YU 696,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,history of large transmission gaps,DARK ACTIVITY,https://www.theoutlawocean.com/investigations/china-the-superpower-of-seafood/bait-to-plate/vessels/lu-rong-yuan-yu-696/
TRUE,XIN HAI 1258,[XIN HAI 1258],412549267,,,[BZW7S],,CHN,FISHING,FISHING,1501,2022,54.06,ZHOUSHAN XINHAI FISHERY CO LTD,,"CHINA, PEOPLE'S REPUBLIC OF",ZHOUSHAN XINHAI FISHERY CO LTD,UNKNOWN,ZHOUSHAN XINHAI FISHERY CO LTD,UNKNOWN,UNKNOWN,"ZHOUSHAN, ZHEJIANG",ZHOUSHAN XINHAI FISHERY CO LTD,,,,,,,
FALSE,LU PENG YUAN YU 098,[LU PENG YUAN YU 098],412549292,,BZU6Z,[BZU6Z],,CHN,FISHING,SQUID_JIGGER,1523,2020,76.07,PENGLAI JING LU FISHERIES CO,,"CHINA, PEOPLE'S REPUBLIC OF",PENGLAI JING LU FISHERIES CO,UNKNOWN,PENGLAI JING LU FISHERIES CO,UNKNOWN,UNKNOWN,"PENGLAI, SHANDONG",PENGLAI JING LU FISHERIES CO,7903562,,JING LU YUEN 005,THIS VESSEL HAS IUU/DEROG REPORTS,history of large transmission gaps,DARK ACTIVITY,https://www.theoutlawocean.com/investigations/china-the-superpower-of-seafood/bait-to-plate/vessels/lu-peng-yuan-yu-098/
FALSE,FU YUAN YU 8729,[FU YUAN YU 8729],412549355,9930545,BZW7N,[BZW7N],,CHN,FISHING,FISHING,1653,2021,73.9,HONGDONG FISHERY CO LTD,HONGDONG FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",HONGDONG FISHERY CO LTD,UNKNOWN,HONGDONG FISHERY CO LTD,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",HONGDONG FISHERY CO LTD,8784418,412440453,FU YUAN YU 7881,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,The Fu Yuan Yu 7881 was detained by a South African patrol on suspicion of fishing in the EEZ. The Fu Yuan Yu 7881 was found guilty for possessing gear on board without gear permit and of non-compliance with the lawful instruction of the fishery control officer. The Fu Yuan Yu 7881 was accused of abandonement of 24 Filipino seafarers who claimed they were given insufficient food and had to drink rusty water.,HUMAN RIGHTS ABUSE / IUU,https://www.theoutlawocean.com/investigations/china-the-superpower-of-seafood/bait-to-plate/vessels/fu-yuan-yu-7881/
