Time Range,mmsi,Entry Timestamp,Exit Timestamp,Vessel Presence Hours
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416241700,2024-08-02T03:00:00Z,2024-08-11T04:00:00Z,3
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412421012,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,640
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",432497000,2024-07-20T22:00:00Z,2024-07-27T18:00:00Z,109
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412331061,2024-07-18T00:00:00Z,2024-08-17T21:00:00Z,367
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549601,2024-07-19T04:00:00Z,2024-08-17T23:00:00Z,692
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431000860,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,335
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412439761,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,441
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431602570,2024-07-18T00:00:00Z,2024-07-27T05:00:00Z,109
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416004842,2024-08-03T23:00:00Z,2024-08-11T01:00:00Z,107
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412421008,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,554
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416004857,2024-07-30T13:00:00Z,2024-08-17T23:00:00Z,47
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440479,2024-07-18T03:00:00Z,2024-08-17T18:00:00Z,315
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416228900,2024-07-18T10:00:00Z,2024-08-01T02:00:00Z,30
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549507,2024-07-18T00:00:00Z,2024-08-17T17:00:00Z,689
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416528000,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,487
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440655,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,315
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416003735,2024-07-25T15:00:00Z,2024-07-25T15:00:00Z,1
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416251800,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,300
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416236800,2024-07-18T00:00:00Z,2024-08-10T04:00:00Z,234
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412439742,2024-08-17T00:00:00Z,2024-08-17T16:00:00Z,6
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416005877,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,96
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440484,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,727
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431700574,2024-07-18T01:00:00Z,2024-08-17T23:00:00Z,436
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",353773000,2024-08-02T00:00:00Z,2024-08-06T13:00:00Z,110
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549493,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,744
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416227800,2024-07-18T00:00:00Z,2024-07-30T01:00:00Z,249
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431601080,2024-07-18T00:00:00Z,2024-07-25T00:00:00Z,75
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416004903,2024-07-19T11:00:00Z,2024-08-15T23:00:00Z,251
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431600490,2024-08-06T04:00:00Z,2024-08-17T23:00:00Z,155
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431701760,2024-07-18T00:00:00Z,2024-08-14T05:00:00Z,520
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549338,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,744
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431600620,2024-07-18T00:00:00Z,2024-08-07T07:00:00Z,319
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412300377,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,744
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431000820,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,681
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412421078,2024-07-18T00:00:00Z,2024-08-03T11:00:00Z,396
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431914000,2024-07-18T22:00:00Z,2024-08-17T23:00:00Z,550
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440359,2024-08-03T07:00:00Z,2024-08-17T23:00:00Z,177
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549509,2024-07-18T00:00:00Z,2024-08-17T17:00:00Z,738
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431600930,2024-07-20T04:00:00Z,2024-07-28T13:00:00Z,62
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431500130,2024-07-19T11:00:00Z,2024-08-17T23:00:00Z,334
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431801000,2024-07-18T00:00:00Z,2024-08-01T09:00:00Z,346
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431795000,2024-07-25T06:00:00Z,2024-08-17T23:00:00Z,568
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549217,2024-07-18T00:00:00Z,2024-08-17T22:00:00Z,729
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412420455,2024-07-24T16:00:00Z,2024-08-15T23:00:00Z,535
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412209139,2024-07-18T10:00:00Z,2024-08-17T23:00:00Z,479
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",432441000,2024-07-19T18:00:00Z,2024-07-28T18:00:00Z,107
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416002724,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,743
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549556,2024-07-18T00:00:00Z,2024-07-25T13:00:00Z,75
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431501661,2024-07-20T04:00:00Z,2024-08-05T11:00:00Z,226
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440481,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,372
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549495,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,744
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412699220,2024-07-18T00:00:00Z,2024-08-17T20:00:00Z,329
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431200541,2024-07-26T16:00:00Z,2024-07-30T09:00:00Z,25
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416000412,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,738
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",432907000,2024-08-08T19:00:00Z,2024-08-12T06:00:00Z,62
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",100902447,2024-08-07T03:00:00Z,2024-08-17T23:00:00Z,216
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431600310,2024-07-18T00:00:00Z,2024-07-29T17:00:00Z,54
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412401260,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,547
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",357993000,2024-08-07T21:00:00Z,2024-08-13T02:00:00Z,126
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",432507000,2024-07-23T22:00:00Z,2024-08-17T23:00:00Z,602
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",,2024-07-18T00:00:00Z,2024-07-30T23:00:00Z,190
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412439601,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,540
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",577628000,2024-07-26T19:00:00Z,2024-08-02T13:00:00Z,163
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440477,2024-07-18T00:00:00Z,2024-08-17T18:00:00Z,412
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431601931,2024-07-18T02:00:00Z,2024-08-17T16:00:00Z,253
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549372,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,662
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416004256,2024-07-19T01:00:00Z,2024-08-17T23:00:00Z,719
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416505000,2024-08-13T07:00:00Z,2024-08-17T11:00:00Z,101
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549513,2024-07-18T04:00:00Z,2024-07-26T23:00:00Z,58
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440222,2024-07-18T05:00:00Z,2024-08-17T09:00:00Z,339
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412331038,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,136
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440682,2024-07-18T00:00:00Z,2024-08-17T21:00:00Z,541
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440697,2024-07-18T04:00:00Z,2024-08-17T23:00:00Z,332
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549491,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,744
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440424,2024-07-30T10:00:00Z,2024-08-16T17:00:00Z,9
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416004262,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,670
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549581,2024-07-21T07:00:00Z,2024-08-17T23:00:00Z,665
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416217800,2024-07-18T00:00:00Z,2024-08-08T21:00:00Z,256
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431247000,2024-08-11T18:00:00Z,2024-08-12T05:00:00Z,11
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412420954,2024-07-18T03:00:00Z,2024-08-17T22:00:00Z,528
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412699210,2024-07-20T09:00:00Z,2024-08-10T13:00:00Z,13
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431742000,2024-08-11T02:00:00Z,2024-08-15T05:00:00Z,8
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440365,2024-07-18T03:00:00Z,2024-08-17T23:00:00Z,362
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549113,2024-07-28T11:00:00Z,2024-08-17T23:00:00Z,493
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549358,2024-07-18T00:00:00Z,2024-08-07T06:00:00Z,472
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412439742,2024-07-18T00:00:00Z,2024-08-16T23:00:00Z,345
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416002605,2024-07-18T00:00:00Z,2024-08-05T23:00:00Z,425
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",432927000,2024-07-27T12:00:00Z,2024-08-17T23:00:00Z,323
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416239600,2024-07-26T08:00:00Z,2024-08-08T02:00:00Z,204
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416002904,2024-07-18T00:00:00Z,2024-08-15T18:00:00Z,690
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",636018227,2024-07-26T20:00:00Z,2024-08-01T10:00:00Z,135
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",432384000,2024-07-18T03:00:00Z,2024-07-28T23:00:00Z,95
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440656,2024-07-18T00:00:00Z,2024-07-24T03:00:00Z,147
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549375,2024-08-03T07:00:00Z,2024-08-17T23:00:00Z,353
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440369,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,727
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440364,2024-07-18T00:00:00Z,2024-08-12T17:00:00Z,606
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431789000,2024-08-11T18:00:00Z,2024-08-15T02:00:00Z,25
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412329656,2024-07-18T00:00:00Z,2024-08-17T21:00:00Z,634
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412420469,2024-07-30T01:00:00Z,2024-08-17T23:00:00Z,453
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416002196,2024-07-18T00:00:00Z,2024-08-07T11:00:00Z,432
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412209138,2024-07-18T16:00:00Z,2024-08-17T23:00:00Z,184
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549571,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,744
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416005752,2024-07-24T05:00:00Z,2024-08-17T23:00:00Z,595
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416005575,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,384
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416241600,2024-08-15T14:00:00Z,2024-08-17T23:00:00Z,51
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",432411000,2024-07-30T10:00:00Z,2024-08-04T09:00:00Z,120
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416002348,2024-07-18T00:00:00Z,2024-08-06T11:00:00Z,278
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412329635,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,275
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431700589,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,450
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412422695,2024-08-07T03:00:00Z,2024-08-17T23:00:00Z,252
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412422706,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,567
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412421139,2024-07-18T00:00:00Z,2024-08-16T23:00:00Z,615
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",440076000,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,608
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416001233,2024-07-18T03:00:00Z,2024-08-13T02:00:00Z,157
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549133,2024-07-18T03:00:00Z,2024-08-17T23:00:00Z,410
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412329641,2024-07-29T17:00:00Z,2024-08-17T20:00:00Z,347
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549038,2024-07-23T02:00:00Z,2024-08-17T23:00:00Z,622
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440683,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,705
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412420873,2024-07-30T01:00:00Z,2024-08-17T23:00:00Z,343
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412671870,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,724
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440515,2024-08-05T19:00:00Z,2024-08-17T23:00:00Z,252
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",,2024-07-18T00:00:00Z,2024-07-29T23:00:00Z,266
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",,2024-07-18T03:00:00Z,2024-08-02T22:00:00Z,128
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",440855000,2024-07-28T22:00:00Z,2024-08-17T04:00:00Z,461
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440807,2024-07-18T00:00:00Z,2024-08-17T15:00:00Z,157
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412209137,2024-07-18T03:00:00Z,2024-08-17T18:00:00Z,247
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549216,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,744
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549365,2024-07-21T02:00:00Z,2024-08-17T23:00:00Z,632
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412671990,2024-07-18T02:00:00Z,2024-08-16T05:00:00Z,195
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440252,2024-07-18T03:00:00Z,2024-07-25T17:00:00Z,114
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431700850,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,458
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416227600,2024-07-18T00:00:00Z,2024-08-08T09:00:00Z,333
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412331167,2024-07-23T02:00:00Z,2024-08-16T21:00:00Z,595
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549374,2024-08-07T05:00:00Z,2024-08-17T23:00:00Z,259
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416001799,2024-07-18T00:00:00Z,2024-08-17T22:00:00Z,392
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412672150,2024-07-18T00:00:00Z,2024-07-20T03:00:00Z,52
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431087000,2024-07-18T00:00:00Z,2024-07-28T02:00:00Z,203
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",432906000,2024-07-18T01:00:00Z,2024-08-17T23:00:00Z,473
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416236900,2024-07-31T18:00:00Z,2024-08-17T23:00:00Z,15
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",440216000,2024-07-18T00:00:00Z,2024-08-17T21:00:00Z,451
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",413459180,2024-07-19T15:00:00Z,2024-07-25T07:00:00Z,137
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412420229,2024-08-04T21:00:00Z,2024-08-17T20:00:00Z,279
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549492,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,743
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",441713000,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,608
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431331000,2024-07-18T00:00:00Z,2024-07-29T07:00:00Z,115
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549267,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,701
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416000275,2024-07-18T00:00:00Z,2024-08-07T07:00:00Z,716
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412329639,2024-07-18T03:00:00Z,2024-07-24T04:00:00Z,59
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416217900,2024-07-18T00:00:00Z,2024-08-15T18:00:00Z,635
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412210012,2024-07-18T00:00:00Z,2024-07-21T06:00:00Z,33
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431593000,2024-08-11T18:00:00Z,2024-08-15T04:00:00Z,44
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416004105,2024-07-30T20:00:00Z,2024-08-11T06:00:00Z,110
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431796000,2024-07-18T02:00:00Z,2024-07-27T17:00:00Z,107
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412200083,2024-07-18T00:00:00Z,2024-07-25T11:00:00Z,179
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412421035,2024-07-18T04:00:00Z,2024-08-17T22:00:00Z,291
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416004981,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,179
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440487,2024-07-18T03:00:00Z,2024-08-17T17:00:00Z,796
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416757000,2024-07-18T00:00:00Z,2024-08-13T00:00:00Z,138
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431704470,2024-07-18T00:00:00Z,2024-08-05T08:00:00Z,374
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549373,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,743
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549573,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,733
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431258000,2024-07-18T23:00:00Z,2024-07-31T10:00:00Z,40
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431700719,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,670
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416244800,2024-07-21T03:00:00Z,2024-08-13T14:00:00Z,384
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431046000,2024-07-18T00:00:00Z,2024-07-28T14:00:00Z,92
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440361,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,731
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412331148,2024-07-18T00:00:00Z,2024-08-17T04:00:00Z,154
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440223,2024-07-18T04:00:00Z,2024-08-17T11:00:00Z,151
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431003491,2024-07-18T01:00:00Z,2024-07-25T14:00:00Z,76
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412549357,2024-07-18T00:00:00Z,2024-08-14T05:00:00Z,482
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",994162781,2024-08-03T06:00:00Z,2024-08-17T23:00:00Z,247
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416001558,2024-07-18T00:00:00Z,2024-08-12T07:00:00Z,224
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416245500,2024-08-09T13:00:00Z,2024-08-17T23:00:00Z,46
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416006763,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,14
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",431005009,2024-07-18T00:00:00Z,2024-08-17T23:00:00Z,484
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412080230,2024-07-18T00:00:00Z,2024-07-30T09:00:00Z,564
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416001833,2024-07-18T01:00:00Z,2024-07-22T17:00:00Z,66
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",416003063,2024-07-18T00:00:00Z,2024-08-02T04:00:00Z,365
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440367,2024-07-18T03:00:00Z,2024-08-17T23:00:00Z,185
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440478,2024-07-18T03:00:00Z,2024-08-17T22:00:00Z,281
"2024-07-18T00:00:00.000Z,2024-08-19T00:00:00.000Z",412440483,2024-07-18T02:00:00Z,2024-08-17T23:00:00Z,572
